Title,Abstract,Conclusion,Study_Area
The biogeochemistry of the river and shelf ecosystem of the Arctic Ocean a review,"Alfred-Wegener-Institut fu??r Polar- und Meeresforschung, Am Handelshafen 12, 27570 Bremerhaven, Germany Received 28 September 2002; received in revised form 15 February 2003; accepted 21 March 2003 Abstract",,"['Arctic Ocean', 'Germany']"
The biological pump in a high CO2 world,,,[]
The Blue Marble Next GenerationA true color earth dataset including seasonal dynamics from MODIS,"Satellite remote sensors provide the science community with high quality datasets to better understand and monitor Earth?€?s environment and climate system. When used in education, these datasets allow visual exploration of the planet at moderately high spatial and temporal resolutions. However, na- tive data file formats and file sizes are not well suited for public distribution. To help circumvent these issues, the Blue Marble Next Generation (BMNG) is a new series of 12 monthly cloud-free, global-scale images. We created the BMNG using NASA Terra MODerate resolution Imaging Spectroradiometer (MODIS) science data collected in 2004. We temporally adjusted the data using a discrete Fourier technique. This correction method removed cloud disturbances, but snow reflectance remains a significant challenge. For the visualization of Antarctic land area the MODIS Mosaic of Antarctica was used. The BMNG visualizes seasonal changes of the land surface (spring greening, snowmelt, drought, etc.) as true-color images and Normalized Dif- ference Vegetation Index (NDVI) maps in monthly steps at 500-m spatial resolution. The images are available at no cost from NASA.",,"['Antarctic', 'Antarctica']"
The calculation of surface temperature and albedo of Arctic sea ice from AVHRR,,,"['Arctic sea', 'AVHRR']"
The changing radiative forcing of fires global model estimates for past present and future,"Abstract. Fires are a global phenomenon that impact cli- mate and biogeochemical cycles, and interact with the bio- sphere, atmosphere and cryosphere. These impacts occur on a range of temporal and spatial scales and are difficult to quantify globally based solely on observations. Here we as- sess the role of fires in the climate system using model es- timates of radiative forcing (RF) from global fires in pre- industrial, present day, and future time periods. Fire emis- sions of trace gases and aerosols are derived from Commu- nity Land Model simulations and then used in a series of Community Atmosphere Model simulations with represen- tative emissions from the years 1850, 2000, and 2100. Ad- ditional simulations are carried out with fire emissions from the Global Fire Emission Database for a present-day compar- ison. These results are compared against the results of sim- ulations with no fire emissions to compute the contribution from fires. We consider the impacts of fire on greenhouse gas concentrations, aerosol effects (including aerosol effects on biogeochemical cycles), and land and snow surface albedo. Overall, we estimate that pre-industrial fires were responsi- ble for a RF of ???1 W m???2 with respect to a pre-industrial climate without fires. The largest magnitude pre-industrial forcing from fires was the indirect aerosol effect on clouds (???1.6 W m???2). This was balanced in part by an increase in carbon dioxide concentrations due to fires (+0.83 W m???2). The RF of fires increases by 0.5 W m???2 from 1850 to 2000 and 0.2 W m???2 from 1850 to 2100 in the model represen- tation from a combination of changes in fire activity and changes in the background environment in which fires oc- cur, especially increases and decreases in the anthropogenic",Comprehensive assessment of the role of fires in climate is challenging because of the complex nature of the numerous fire/Earth system interactions (Fig. 1). While previous stud-,[]
The charter school dustup,,,[]
The chemical and strontium isotope composition of atmospheric aerosols over Japan the contribution of longrangetransported Asian dust Kosa,Atmospheric aerosols have been collected at four sites around Japan during 2000. From systematically monitoring,,['Japan']
The cold regions hydrological model a platform for basing process representation and model structure on physical evidence,"After a programme of integrated field and modelling research, hydrological processes of considerable uncertainty such as snow redistribution by wind, snow interception, sublimation, snowmelt, infiltration into frozen soils, hillslope water movement over permafrost, actual evaporation, and radiation exchange to complex surfaces have been described using physically based algorithms. The cold regions hydrological model (CRHM) platform, a flexible object-oriented modelling system was devised to incorporate these algorithms and others and to connect them for purposes of simulating the cold regions hydrological cycle over small to medium sized basins. Landscape elements in CRHM can be linked episodically in process-specific cascades via blowing snow transport, overland flow, organic layer subsurface flow, mineral interflow, groundwater flow, and streamflow. CRHM has a simple user interface but no provision for calibration; parameters and model structure are selected based on the understanding of the hydrological system; as such the model can be used both for prediction and for diagnosis of the adequacy of hydrological understanding. The model is described and demonstrated in basins from the semi-arid prairie to boreal forest, mountain and muskeg regions of Canada where traditional hydrological models have great difficulty in describing hydrological phenomena. Some success is shown in simulating various elements of the hydrological cycle without calibration; this is encouraging for predicting hydrology in ungauged basins. Copyright ??? 2007 John Wiley & Sons, Ltd.",,['Canada']
The contemporary physical and chemical flux of aeolian dust A synthesis of direct measurements of dust deposition,,,[]
The contribution of AMSRE 187 and 107 GHz measurements to improved boreal forest snow water equivalent retrievals,,,[]
The contributions of snow fog and dry deposition to the summer flux of anions and cations at Summit Greenland," Abstract. Experiments were performed during the period May-July of 1993 at Summit,"," Experiments performed at Summit, Greenland with filter","['Summit Greenland', 'Greenland']"
The crystallization and physical properties of Aldoped ZnO nanoparticles,,"For AZO powders, the crystallized temperature of ZnO nanoparticles is above 520 8C and the grain size increased with an increase in the heat treatment temperature. With increasing the",[]
The detailed snowpack scheme Crocus and its implementation in SURFEX v7 2,"Abstract. Detailed studies of snow cover processes require models that offer a fine description of the snow cover proper- ties. The detailed snowpack model Crocus is such a scheme, and has been run operationally for avalanche forecasting over the French mountains for 20 yr. It is also used for climate or hydrological studies. To extend its potential applications, Crocus has been recently integrated within the framework of the externalized surface module SURFEX. SURFEX com- putes the exchanges of energy and mass between different types of surface and the atmosphere. It includes in particu- lar the land surface scheme ISBA (Interactions between Soil, Biosphere, and Atmosphere). It allows Crocus to be run ei- ther in stand-alone mode, using a time series of forcing me- teorological data or in fully coupled mode (explicit or fully implicit numerics) with atmospheric models ranging from meso-scale models to general circulation models. This ap- proach also ensures a full coupling between the snow cover and the soil beneath. Several applications of this new simu- lation platform are presented. They range from a 1-D stand- alone simulation (Col de Porte, France) to fully-distributed simulations in complex terrain over a whole mountain range (Massif des Grandes Rousses, France), or in coupled mode such as a surface energy balance and boundary layer simula- tion over the East Antarctic Ice Sheet (Dome C).","This paper describes the new version of the snowpack scheme Crocus. It includes the main features of the previ- ous versions of Crocus in terms of dynamical layering of the snowpack and explicit representation of snow metamor- phism (Brun et al., 1989, 1992). The surface energy bal- ance and heat redistribution within the snowpack are now solved following the ISBA-Explicit Snow (ES) snowpack scheme (Boone and Etchevers, 2001). New parameteriza- tions such as the impact of wind-drift allow Crocus to be run in different environments from polar regions to alpine terrain. This version of Crocus has then been implemented within the surface module SURFEX to better represent the interactions between the snowpack and its environment. Crocus is indeed fully coupled to the ISBA land surface model and its soil component allowing for an accounting of snow-vegetation interactions in a simplistic manner and realistic soil heat flux below the snow cover. As a general platform used by",['Crocus']
The detection of cloudfree snowcovered areas using AATSR measurements,"Abstract. A new method to detect cloud-free snow-covered areas has been developed using the measurements by the Advanced Along Track Scanning Radiometer (AATSR) on board the ENVISAT satellite in order to discriminate clear snow fields for the retrieval of aerosol optical thickness or snow properties. The algorithm uses seven AATSR chan- nels from visible (VIS) to thermal infrared (TIR) and anal- yses the spectral behaviour of each pixel in order to rec- ognize the spectral signature of snow. The algorithm in- cludes a set of relative thresholds and combines all seven channels into one flexible criterion, which allows us to fil- ter out all the pixels with spectral behaviour similar to that of snow. The algorithm does not use any kind of morpho- logical criteria and does not require the studied surface to have any special structure. The snow spectral shape crite- rion was determined by a comprehensive theoretical study, which included radiative transfer simulations for various at- mospheric conditions as well as studying existing models and measurements of optical and physical properties of snow in different spectral bands. The method has been optimized to detect cloud-free snow-covered areas, and does not produce cloud/land/ocean/snow mask. However, the algorithm can be extended and able to discriminate various kinds of surfaces.","A simple and robust cloud-screening method was developed for AOT retrieval over snow using AATSR observations. The method uses a spectrum-shape control in seven VIS, NIR and TIR AATSR channels and does not require time-sequences of data, morphological analysis of the scene or manual tun- ing to set absolute thresholds. The method was compared to MODIS cloud mask for various dates and locations and showed good correspondence with it over flat snow, snow- covered mountain peaks, snow-covered forest and snow- covered ice. Both MODIS cloud mask and presented snow",[]
The determination of snow albedo using combined AATSR and MERIS observations,,,[]
The distribution of snow black carbon observed in the Arctic and compared to the GISSPUCCINI model,"Abstract. In this study, we evaluate the ability of the latest NASA GISS composition-climate model, GISS-E2- PUCCINI, to simulate the spatial distribution of snow BC (sBC) in the Arctic relative to present-day observations. Ra- diative forcing due to BC deposition onto Arctic snow and sea ice is also estimated. Two sets of model simulations are analyzed, where meteorology is linearly relaxed towards Na- tional Centers for Environmental Prediction (NCEP) and to- wards NASA Modern Era Reanalysis for Research and Ap- plications (MERRA) reanalyses. Results indicate that the modeled concentrations of sBC are comparable with present- day observations in and around the Arctic Ocean, except for apparent underestimation at a few sites in the Russian Arc- tic. That said, the model has some biases in its simulated spatial distribution of BC deposition to the Arctic. The sim- ulations from the two model runs are roughly equal, indi- cating that discrepancies between model and observations come from other sources. Underestimation of biomass burn- ing emissions in Northern Eurasia may be the main cause of the low biases in the Russian Arctic. Comparisons of mod- eled aerosol BC (aBC) with long-term surface observations at Barrow, Alert, Zeppelin and Nord stations show signifi- cant underestimation in winter and spring concentrations in the Arctic (most significant in Alaska), although the simu-",,"['Northern Eurasia', 'Arctic', 'Zeppelin']"
The dominant role of snowice albedo feedback strengthened by black carbon in the enhanced warming over the Himalayas,,,['Himalayas']
The dust grains from 9PTempel 1 before and after the encounter with Deep Impact,,,[]
The dust opacity of starforming galaxies,,Current observational data indicate that the population of local galaxies is characterized by,[]
The EarthCARE satellite The next step forward in global measurements of clouds aerosols precipitation and radiation,,,[]
The ecology of dust,,,[]
The effect of anthropogenic sulfate and soot aerosol on the clear sky planetary radiation budget, Abstract. Carbonaceous soot within the troposphere, Modifications to the method of Charlson et al. (1991),[]
The effect of grain size and grain orientation on deformation twinning in a Fe22 wt Mn06 wt C TWIP steel,,We investigate the influence of grain size and grain orienta- tion on deformation twinning in a tensile deformed Fe?€?22 wt.% Mn?€?0.6 wt.% C TWIP steel at room temperature. The following con- clusions are drawn:,[]
The effect of human activity on radiative forcing of climate change a review of recent developments,"Human activity has perturbed the Earth?€?s energy balance by altering the properties of the atmosphere and the surface. This perturbation is of a size that would be expected to lead to significant changes in climate. In recent years, an increasing number of possible human-related climate change mechanisms have begun to be quantified. This paper reviews develop- ments in radiative forcing that have occurred since the second assessment report of the Intergovernmental Panel on Climate","?? .Fig. 2 is our update of a figure in IPCC 1995 showing global-mean radiative forcings, together with an indication of the size of natural forcing mechanisms; for comparison, we also include esti- mates of the forcing due to changes in solar output, and the peak inter-decadal impact of volcanic erup- tions?€?details are given in the caption. On a global- mean basis, and on current understanding, the radia- tive forcing due to the well-mixed greenhouse gases seems to dominate over the other forcings, but until the size of the indirect forcing is more firmly estab- lished, the extent of this dominance remains uncer- tain. The geographical patterns in Fig. 1 emphasise that the global mean is a drastic simplification of the entire radiative forcing picture. Fig. 1 also shows some intriguing juxtapositions of patterns. For exam- ple, over North Africa, the high surface reflectance, high surface temperature and small amount of cloud combine in such a way that causes a distinct regional",[]
The effect of sea ice on the solar energy budget in the atmospheresea iceocean system A model study, Abstract. A coupled one-dimensional multilayer and multistream radiative transfer," The radiative energy budget in a coupled atmosphere,",[]
The effect of smoke dust and pollution aerosol on shallow cloud development over the Atlantic Ocean,,"Discussion and Conclusions Three months of daily observations of clouds and aerosol over the Atlantic Ocean show independently that for each month and for each of the four regions, each dominated by a different aerosol type, aerosols have a large effect on the coverage and properties of shallow clouds. The shallow cloud cover increases systematically by 0.20?€?0.40 with increases in the aerosol column concentration, which is represented by increase in the optical thickness from 0.03 to 0.5. This increase in cloud cover also extends the coverage of shallow clouds thousands of kilometers",['Atlantic Ocean']
The effect of snow on a terahertz wireless data link,,,[]
The effect of snowsea ice type on the response of albedo and light penetration depth efolding depth to increasing black carbon,"Abstract. The optical properties of snow/sea ice vary with age and by the processes they were formed, giving charac- teristic types of snow and sea ice. The response of albedo and light penetration depth (e-folding depth) to increasing mass ratio of black carbon is shown to depend on the snow and sea ice type and the thickness of the snow or sea ice. The response of albedo and e-folding depth of three differ- ent types of snow (cold polar snow, wind-packed snow and melting snow) and three sea ice (multi-year ice, first-year ice and melting sea ice) to increasing mass ratio of black car- bon is calculated using a coupled atmosphere?€?snow/sea ice radiative-transfer model (TUV-snow), over the optical wave- lengths of 300?€?800 nm. The snow and sea ice types are ef- fectively defined by a scattering cross-section, density and asymmetry parameter. The relative change in albedo and e- folding depth of each of the three snow and three sea ice types with increasing mass ratio of black carbon is consid- ered relative to a base case of 1 ng g???1 of black carbon. The relative response of each snow and sea ice type is intercom- pared to examine how different types of snow and sea ice respond relative to each other. The relative change in albedo of a melting snowpack is a factor of four more responsive to additions of black carbon compared to cold polar snow over a black carbon increase from 1 to 50 ng g???1, while the relative change in albedo of a melting sea ice is a factor of two more responsive to additions of black carbon compared to multi- year ice for the same increase in mass ratio of black carbon. The response of e-folding depth is effectively not dependent on snow/sea ice type. The albedo of sea ice is more respon- sive to increasing mass ratios of black carbon than snow.","The response of albedo of snow/sea ice to increased mass ra- tios of black carbon is dependent on the type of snow and sea ice. A snow or sea ice with a large scattering cross-section, e.g. a cold polar snow or a multi-year sea ice is less respon- sive to black carbon than a melting snow or sea ice. The change in albedo owing to increasing black carbon is less in snow than sea ice. For an increase of black carbon from 1 to 50 ng g???1 a relative change in albedo of 76 % occurs for melting sea ice compared to 30 % for multi-year ice, 11 % for melting snow and 3 % for cold polar snow. In the case of e-folding depth the snow and sea ice type has very little affect on the relative response due to increased black carbon. Current climate change is leading to a decrease in multi-year sea ice and an increase in first-year/melting sea ice, which is more responsive to black carbon, potentially exacerbating sea ice melting rates.",[]
The effects of additional black carbon on the albedo of Arctic sea ice variation with sea ice type and snow cover,,"Absorption and scattering cross-section coefficients were calculated for a first-year and multi-year sea ice and dry and wet snow types suggesting black carbon is the dominating absorbing impurity. Estimated black carbon mass ratios for the sea ice and snow are larger than previously reported, suggesting the presence of a secondary absorbing impurity which is likely to be atmospheric dust/sediment. Radiative- transfer calculations demonstrate the albedo of sea ice is sur- prisingly unresponsive to additional black carbon additions up to 100 ngg???1 with a decrease in albedo to 99.7 % of the original value of albedo due to an addition of 8 ngg???1 black carbon in multi-year year sea ice compared to an albedo de- crease to 98.7 % for the same black carbon mass ratio in- crease in first-year sea ice. This highlights that the first-year sea ice proved more responsive to black carbon additions. The first-year sea ice is a less scattering environment than the multi-year sea ice. Thus, a less scattering sea ice environment may be more responsive to additional black carbon. As sea ice is predominately snow covered, the influence of an over- lying snow cover at mitigating the effects of black carbon in the sea ice surface layer was also investigated. A 0.5 cm layer of snow greatly diminishes the effect of black carbon in sea ice on snow surface albedo. A 2?€?5 cm layer (less than half the e-folding depth of snow) is enough to ?€?mask?€? any change in surface albedo owing to additional black carbon in the sea ice, but not thick enough to ignore the underlying sea ice. For snow on sea ice a practical definition of optically thick appears to be approximately one e-folding depth of snow. Although the effects of black carbon in sea ice are limited to when snow cover is below 2?€?5 cm, black carbon is still critical in the sea ice system because as soon as snow is thin enough for black carbon in the sea ice to affect surface albedo it will exacerbate snow melting, leading to longer snow-free conditions and greater sea ice melting. Furthermore the pe- riod of the year when sea ice is snow free coincides with the smallest solar zenith angles, i.e. when the solar radiation is greatest, so the influence of black carbon will be larger.",['Arctic sea']
The effects of dust on vegetationa review,"An increase in quarrying, open-cast mining and road",,[]
The effects of layers in dry snow on its passive microwave emissions using dense media radiative transfer theory based on the quasicrystalline approximation QCA ,"Abstract?€?A model for the microwave emissions of multilayer dry snowpacks, based on dense media radiative transfer (DMRT) theory with the quasicrystalline approximation (QCA), provides more accurate results when compared to emissions determined by a homogeneous snowpack and other scattering models. The DMRT model accounts for adhesive aggregate effects, which leads to dense media Mie scattering by using a sticky particle model. With the multilayer model, we examined both the frequency and polarization dependence of brightness temperatures (Tb?€?s) from representative snowpacks and compared them to results from a single-layer model and found that the multilayer model predicts higher polarization differences, twice as much, and weaker fre- quency dependence. We also studied the temporal evolution of Tb from multilayer snowpacks. The difference between Tb?€?s at 18.7 and 36.5 GHz can be 5 K lower than the single-layer model prediction in this paper. By using the snowpack observations from the Cold Land Processes Field Experiment as input for both multi- and single-layer models, it shows that the multilayer Tb?€?s are in better agreement with the data than the single-layer model. With one set of physical parameters, the multilayer QCA/DMRT model matched all four channels of Tb observations simultaneously, whereas the single-layer model could only reproduce vertically polarized Tb?€?s. Also, the polarization difference and frequency dependence were accurately matched by the multilayer model using the same set of physical parameters. Hence, algorithms for the retrieval of snowpack depth or water equivalent should be based on multilayer scattering models to achieve greater accuracy.",,[]
The effects of snowfall on solar photovoltaic performance,"Solar photovoltaic (PV) systems are frequently installed in climates with significant snowfall. To better understand the effects of snowfall on the performance of PV systems, a multi-angle, multi-technology PV system was commissioned and monitored over two winters. A novel methodology was introduced and validated with this system, which allows for the determination of snowfall losses from time-series performance data with correlated meteorological observations down to a 5-minute resolution. In addition, a new method for determining the probability distribution of snow deposition on a module from image data was developed. It was found that the losses due to snowfall are dependent on the angle and technology being considered and the effects of increased albedo in the surroundings of a PV system can increase expected yields, particularly in the case of high tilt angle systems. Existing methods for predicting losses due to snowfall were investigated, and were found to provide overly conservative estimates of snow losses. Overall the results show that the proper assessment of snow related losses can help improve system performance and maintenance. It is concluded that proper characterization of the snowfall effect on PV system performance can influence better systems optimization for climates experiencing snowfall.","This study introduced a methodology that can be used to derive snowfall losses and time to clear of snow from a time series of module performance data, a metric commonly collected at PV installation sites. In addition, a methodology to analyse snow shedding patterns from image data was introduced, and showed the variability of snow distribution patterns depending on module type and orientation. Overall it was seen that snowfall will tend to settle in a vertical gradient on the surface of the module.",[]
The global transport of dust an intercontinental river of dust microorganisms and toxic chemicals flows through the Earths atmosphere,,,[]
The heterogeneous reaction of hydroxyl radicals with submicron squalane particles a model system for understanding the oxidative aging of ambient aerosols,"Abstract. The heterogeneous reaction of OH radicals with sub-micron squalane particles, in the presence of O2, is used as a model system to explore the fundamental chemi- cal mechanisms that control the oxidative aging of organic aerosols in the atmosphere. Detailed kinetic measurements combined with elemental mass spectrometric analysis reveal that the reaction proceeds sequentially by adding an aver- age of one oxygenated functional group per reactive loss of squalane. The reactive uptake coefficient of OH with squalane particles is determined to be 0.3??0.07 at an average OH concentration of ???1??1010 molecules cm???3. Based on a comparison between the measured particle mass and model predictions it appears that significant volatilization of a re- duced organic particle would be extremely slow in the real atmosphere. However, as the aerosols become more oxy- genated, volatilization becomes a significant loss channel for organic material in the particle-phase. Together these re- sults provide a chemical framework in which to understand how heterogeneous chemistry transforms the physiochemi- cal properties of particle-phase organic matter in the tropo- sphere.","Using a photochemical flow reactor combined with AMS particle analysis, the kinetics and chemical mechanism for OH oxidation of squalane particles has been investigated. The reactive uptake coefficient of OH on squalane particles is 0.3??0.07, indicating that 30% of the OH-particle colli- sions result in a reaction. Based on the evolution of the oxidation products during the first few oxidation lifetimes it is found that one O atom is added per reactive loss of squalane, which is consistent with a sequential oxidation re- action mechanism. At higher oxidation lifetimes, and there- fore higher O/C ratios, the particles lose carbon leading to particle volatilization. In fact, for O/C ratios above ???0.3 it appears that volatilization dominates, which may be par- ticularly important for heterogeneous reactions with ambi- ent SOA particles. These results suggest that future studies should focus on the heterogeneous reactivity of highly oxy- genated, SOA-like, aerosols.",[]
The impact of aerosols on solar ultraviolet radiation and photochemical smog,,,[]
The impact of climate change on ecosystem carbon dynamics at the Scandinavian mountain birch foresttundra heath ecotone,,,[]
The impact of coniferous forest temperature on incoming longwave radiation to melting snow,"Measurements were conducted in coniferous forests of differing density, insolation and latitude to test whether air temperatures are suitable surrogates for canopy temperature in estimating sub-canopy longwave irradiance to snow. Air temperature generally was a good representation of canopy radiative temperature under conditions of low insolation. However during high insolation, needle and branch temperatures were well estimated by air temperature only in relatively dense canopies and exceeded air temperatures elsewhere. Tree trunks exceeded air temperatures in all canopies during high insolation, with the relatively hottest trunks associated with direct interception of sunlight, sparse canopy cover and dead trees. The exitance of longwave radiation from these relatively warm canopies exceeded that calculated assuming canopy temperature was equal to air temperature. This enhancement was strongly related to the extinction of shortwave radiation by the canopy. Estimates of sub-canopy longwave irradiance using either two-energy source or two thermal regime approaches to evaluate the contribution of canopy longwave exitance performed better than did estimates that used only air temperature and sky view. However, there was little evidence that such corrections are necessary under cloudy or low solar insolation conditions. The longwave enhancement effect due to shortwave extinction was important to sub-canopy longwave irradiance to snow during clear, sunlit conditions. Longwave enhancement increased with increasing solar elevation angle and decreasing air temperature. Its relative importance to longwave irradiance to snow was insensitive to canopy density. As errors from ignoring enhanced longwave contributions from the canopy accumulate over the winter season, it is important for snow energy balance computations to include the enhancement in order to better calculate snow internal energy and therefore the timing and magnitude of snowmelt and sublimation. Copyright ??? 2009 John Wiley & Sons, Ltd.",,[]
The impact of pine beetle infestation on snow accumulation and melt in the headwaters of the Colorado River,,,['Colorado River']
The impact of Saharan dust and black carbon on albedo and longterm mass balance of an Alpine glacier,Abstract. Light-absorbing impurities in snow and ice con-,In this study we analyzed the impact of Saharan dust and,[]
The impact of snow nitrate photolysis on boundary layer chemistry and the recycling and redistribution of reactive nitrogen across Antarctica and Greenland in a global ,Abstract. The formation and recycling of reactive nitrogen,We have incorporated an idealized snowpack along with a,"['Antarctica', 'Greenland']"
The impact of the grainsize distribution of nourishment sand on aeolian sand transport,,,[]
The impacts and implications of an intensifying fire regime on Alaskan boreal forest composition and albedo,"Climate warming and drying are modifying the fire dynamics of many boreal forests, moving them towards a regime",,[]
The importance of accurate glacier albedo for estimates of surface mass balance on Vatnaj??kull evaluating the surface energy budget in a regional climate model with ,"Abstract. A simulation of the surface climate of Vatnaj??kull ice cap, Iceland, carried out with the regional climate model HIRHAM5 for the period 1980?€?2014, is used to estimate the evolution of the glacier surface mass balance (SMB). This simulation uses a new snow albedo parameterization that allows albedo to exponentially decay with time and is surface temperature dependent. The albedo scheme utilizes a new background map of the ice albedo created from ob- served MODIS data. The simulation is evaluated against ob- served daily values of weather parameters from five auto- matic weather stations (AWSs) from the period 2001?€?2014, as well as in situ SMB measurements from the period 1995?€? 2014. The model agrees well with observations at the AWS sites, albeit with a general underestimation of the net radia- tion. This is due to an underestimation of the incoming radia- tion and a general overestimation of the albedo. The average modelled albedo is overestimated in the ablation zone, which we attribute to an overestimation of the thickness of the snow layer and not taking the surface darkening from dirt and vol- canic ash deposition during dust storms and volcanic erup- tions into account. A comparison with the specific summer, winter, and net mass balance for the whole of Vatnaj??kull (1995?€?2014) shows a good overall fit during the summer, with a small mass balance underestimation of 0.04 m w.e. on average, whereas the winter mass balance is overestimated by on average 0.5 m w.e. due to too large precipitation at the","The comparison of a HIRHAM5 simulation with data from five AWSs on Vatnaj??kull ice cap allows us to evaluate the model performance. By comparing observations from April to October with model output, it was found that the model simulates the surface energy balance components and surface mass balance well, albeit with general underestimations of the energy balance components. Even though the energy bal- ance was generally underestimated, the model simulated the near-surface temperature well. The reason for this is that the comparisons only use observations from the summer months, where the glacier surface is generally at the melting point, and thus the energy is used for melting and not for raising the temperature of the surface.",['Vatnaj??kull']
The influence of aerosols on photochemical smog in Mexico City,"Aerosols in the Mexico City atmosphere can have a non-negligible e!ect on the ultraviolet radiation ""eld and hence on the formation of photochemical smog. We used estimates of aerosol optical depths from sun photometer observations in a detailed radiative transfer model, to calculate photolysis rate coe$cients (J",,['Mexico City']
The influence of soil remediation on lead in house dust,"Lead in house dust has long been recognized as a principal source of excess lead absorption among children at the Bunker Hill Superfund Site (BHSS) in northern Idaho. House dust lead concentration from homeowner?€?s vacuum cleaner bags has been monitored since the epidemic of childhood lead poisoning in 1974. Geometric mean house dust lead concentrations decreased from )10 000 mgykg in 1974 to approximately 4000 mgykg in 1975, in response to air pollution control initiatives at the defective primary lead smelter. After smelter closure, 1983 mean dust lead concentrations were near 3000 mgykg and were most dependent on soil sources. Following emergency soil removals from public areas and roadsides and fugitive dust control efforts in the mid-1980s, house dust lead decreased by approximately 40?€?60% to 1200?€?1500 mgykg. In 1992, a cleanup goal of 500 mgykg dust lead community average, with no individual home exceeding 1000 mgykg, was adopted. This goal was to be achieved by a combination of contaminated soil removals and fugitive dust control efforts throughout the 21 square mile BHSS. Continual reductions in house dust lead concentrations have been noted throughout the residential area soil cleanup. Geometric mean house dust lead concentrations averaged approximately 500?€?600 mgykg from 1996 to 1999 and dropped below 500 mgykg in 2000. Analysis of these data indicates that approximately 20% of the variance in dust lead concentrations is attributed to yard, neighborhood, and community soil lead concentrations. Since 1996, dust lead concentrations and dust and lead loading rates have also been measured by dust mats placed at entryways into the homes. Neighborhood soil lead concentrations, household hygiene, the number of adults living in the home, and the number of hours a child spends outdoors in summer explain approximately 26% of the variance in mat dust lead loading rates. It is estimated that post-remedial house dust lead concentrations will stabilize at 400?€?500 mgykg, as compared to approximately 200 mgykg in socio-economically similar background communities; the difference possibly attributed","The remedial strategy adopted to reduce expo- sure, risk, and blood lead levels at the BHSS was to decrease residential soil lead concentrations to RAOs of -1000 mgykg individual home and - 350 mgykg community mean. This was to be accomplished through replacement and covering of contaminated soils with clean material. Subse- quently, these actions were anticipated to reduce house dust lead levels to the 500 mgykg commu- nity mean RAO. As the cleanup was completed in Smelterville and continues in other communities, progress toward these goals was examined in the 5-year review for the BHSS.",['Smelterville']
The Landsat image mosaic of Antarctica,,,['Antarctica']
The landsurface scheme of the Rossby Centre regional atmospheric climate model RCA3, This report describes the physical processes as part of the Land-Surface Scheme (LSS) in the,,[]
The largescale dynamics of grainsize variation in alluvial basins 1 Theory,,,[]
The libRadtran software package for radiative transfer calculations description and examples of use,"The libRadtran software package is a suite of tools for radiative transfer calculations in the Earth?€?s atmosphere. Its main tool is the uvspec program. It may be used to compute radiances, irradiances and actinic fluxes in the solar and terrestrial part of the spectrum. The design of uvspec allows simple problems to be easily solved using5 defaults and included data, hence making it suitable for educational purposes. At the same time the flexibility in how and what input may be specified makes it a powerful and versatile tool for research tasks. The uvspec tool and additional tools included with libRadtran are described and realistic examples of their use are given. The libRad- tran software package is available from http://www.libradtran.org.10",,[]
The lidar dark band An oddity of the radar bright band analogy,,,[]
The Local Analysis and Prediction System LAPS Analyses of clouds precipitation and temperature,,,[]
The lunar dust environment,,,[]
The magnitude of the snowsourced reactive nitrogen flux to the boundary layer in the Uintah Basin Utah USA,"Abstract. Reactive nitrogen (Nr =NO, NO2, HONO) and volatile organic carbon emissions from oil and gas extraction activities play a major role in wintertime ground-level ozone exceedance events of up to 140 ppb in the Uintah Basin in eastern Utah. Such events occur only when the ground is snow covered, due to the impacts of snow on the stability and depth of the boundary layer and ultraviolet actinic flux at the surface. Recycling of reactive nitrogen from the pho- tolysis of snow nitrate has been observed in polar and mid- latitude snow, but snow-sourced reactive nitrogen fluxes in mid-latitude regions have not yet been quantified in the field. Here we present vertical profiles of snow nitrate concentra- tion and nitrogen isotopes (??15N) collected during the Uin- tah Basin Winter Ozone Study 2014 (UBWOS 2014), along",This study estimates the influence of snow nitrate photoly- sis on the boundary layer reactive nitrogen (Nr) budget in,"['Utah USA', 'Uintah Basin Utah USA', 'Uintah Basin', 'Basin Utah USA']"
The microwave radiative properties of falling snow derived from nonspherical ice particle models Part II Initial testing using radar radiometer and in situ observations,,,[]
The MODIS Collection V005 BRDFalbedo product Assessment of spatial representativeness over forested landscapes,,,[]
The Nevzorov airborne hotwire LWCTWC probe Principle of operation and performance characteristics,,"The Nevzorov LWC?€?TWC is a hot-wire device whose fundamental response, like that of the PMS King probe, is calculable from simple first principles of convective",[]
The NordicHBV model Description and documentation of the model version developed for the project climate change and energy production,,,[]
The oceanic gel phase a bridge in the DOMPOM continuum,"Recent discoveries reveal that polymer gel particles are abundant and important in the microbial loop, sedimentation",,[]
